4.7531 	ERROR 	avbin.dll failed to load.
                     Try importing psychopy.visual as the first library
                     (before anything that uses scipy)
                     and make sure that avbin is installed.
10.6117 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x0D55A2D8>, name='window1', pos=[0, 0], screen=0, size=array([2560, 1440]), stereo=False, units='deg', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.6118 	EXP 	window1: recordFrameIntervals = False
10.7771 	EXP 	window1: recordFrameIntervals = True
10.9617 	EXP 	window1: recordFrameIntervals = False
11.5557 	EXP 	Created instrExp1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1, italic=False, name='instrExp1', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=15.0)
12.4890 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([-1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
12.4954 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([ 0.,  0.,  0.]), fillColorSpace='rgb', fillRGB=array([ 0.,  0.,  0.]), interpolate=True, lineColor=array([ 0.,  0.,  0.]), lineColorSpace='rgb', lineRGB=array([ 0.,  0.,  0.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
13.4708 	EXP 	Set  sound=800.0
13.4714 	EXP 	Set  sound=1200.0
13.4720 	EXP 	Set  sound=400.0
14.0040 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=20, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([   0.,  100.]), rgb=array([-1., -1., -1.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=500)
65.5822 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=20, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([   0.,  100.]), rgb=array([-1., -1., -1.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=500)
65.6375 	EXP 	unnamed Circle: pos = (0, 0)
65.6375 	EXP 	unnamed Circle: pos = (0, 0)
65.6376 	EXP 	Sound  started
69.0569 	EXP 	unnamed Circle: pos = (416, 252)
69.0569 	EXP 	unnamed Circle: pos = (416, 252)
69.0569 	EXP 	Sound  started
70.0576 	EXP 	unnamed Circle: pos = (-416, 252)
70.0576 	EXP 	unnamed Circle: pos = (-416, 252)
70.0577 	EXP 	Sound  started
71.0752 	EXP 	unnamed Circle: pos = (0, 504)
71.0752 	EXP 	unnamed Circle: pos = (0, 504)
71.0753 	EXP 	Sound  started
71.3921 	EXP 	unnamed Circle: pos = (0, 0)
71.3921 	EXP 	unnamed Circle: pos = (0, 0)
71.3921 	EXP 	Sound  started
72.5927 	EXP 	Sound  started
72.6026 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=20, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([   0.,  100.]), rgb=array([-1., -1., -1.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=500)
94.0359 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=20, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([   0.,  100.]), rgb=array([-1., -1., -1.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=500)
94.0935 	EXP 	unnamed Circle: pos = (0, 0)
94.0935 	EXP 	unnamed Circle: pos = (0, 0)
94.0936 	EXP 	Sound  started
96.8290 	EXP 	unnamed Circle: pos = (-416, -252)
96.8290 	EXP 	unnamed Circle: pos = (-416, -252)
96.8291 	EXP 	Sound  started
97.8298 	EXP 	unnamed Circle: pos = (416, 252)
97.8298 	EXP 	unnamed Circle: pos = (416, 252)
97.8298 	EXP 	Sound  started
99.2309 	EXP 	unnamed Circle: pos = (832, 504)
99.2309 	EXP 	unnamed Circle: pos = (832, 504)
99.2310 	EXP 	Sound  started
100.2318 	EXP 	unnamed Circle: pos = (-832, 504)
100.2318 	EXP 	unnamed Circle: pos = (-832, 504)
100.2318 	EXP 	Sound  started
101.2660 	EXP 	unnamed Circle: pos = (832, -504)
101.2660 	EXP 	unnamed Circle: pos = (832, -504)
101.2661 	EXP 	Sound  started
103.2509 	EXP 	unnamed Circle: pos = (0, 504)
103.2509 	EXP 	unnamed Circle: pos = (0, 504)
103.2509 	EXP 	Sound  started
104.2516 	EXP 	unnamed Circle: pos = (-832, -504)
104.2516 	EXP 	unnamed Circle: pos = (-832, -504)
104.2516 	EXP 	Sound  started
105.2858 	EXP 	unnamed Circle: pos = (-832, 0)
105.2858 	EXP 	unnamed Circle: pos = (-832, 0)
105.2859 	EXP 	Sound  started
106.2866 	EXP 	unnamed Circle: pos = (-416, 252)
106.2866 	EXP 	unnamed Circle: pos = (-416, 252)
106.2867 	EXP 	Sound  started
107.7544 	EXP 	unnamed Circle: pos = (832, 0)
107.7544 	EXP 	unnamed Circle: pos = (832, 0)
107.7545 	EXP 	Sound  started
108.7552 	EXP 	unnamed Circle: pos = (416, -252)
108.7552 	EXP 	unnamed Circle: pos = (416, -252)
108.7552 	EXP 	Sound  started
110.2064 	EXP 	unnamed Circle: pos = (0, -504)
110.2064 	EXP 	unnamed Circle: pos = (0, -504)
110.2065 	EXP 	Sound  started
111.0571 	EXP 	unnamed Circle: pos = (0, 0)
111.0571 	EXP 	unnamed Circle: pos = (0, 0)
111.0571 	EXP 	Sound  started
111.8090 	EXP 	Sound  started
113.4757 	EXP 	unnamed Circle: pos = (0, 0)
113.4757 	EXP 	unnamed Circle: pos = (0, 0)
113.4757 	EXP 	Sound  started
116.1444 	EXP 	unnamed Circle: pos = (-733, 444)
116.1444 	EXP 	unnamed Circle: pos = (-733, 444)
116.1445 	EXP 	Sound  started
117.1453 	EXP 	unnamed Circle: pos = (-416, -252)
117.1453 	EXP 	unnamed Circle: pos = (-416, -252)
117.1453 	EXP 	Sound  started
118.5630 	EXP 	unnamed Circle: pos = (416, -252)
118.5630 	EXP 	unnamed Circle: pos = (416, -252)
118.5631 	EXP 	Sound  started
