24.7503 	ERROR 	avbin.dll failed to load.
                     Try importing psychopy.visual as the first library
                     (before anything that uses scipy)
                     and make sure that avbin is installed.
38.1143 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x0D296B70>, name='window1', pos=[0, 0], screen=0, size=array([2560, 1440]), stereo=False, units='deg', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
38.1143 	EXP 	window1: recordFrameIntervals = False
38.2804 	EXP 	window1: recordFrameIntervals = True
38.4640 	EXP 	window1: recordFrameIntervals = False
39.0422 	EXP 	Created instrExp1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1, italic=False, name='instrExp1', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=15.0)
39.7486 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([-1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
39.7513 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([ 0.,  0.,  0.]), fillColorSpace='rgb', fillRGB=array([ 0.,  0.,  0.]), interpolate=True, lineColor=array([ 0.,  0.,  0.]), lineColorSpace='rgb', lineRGB=array([ 0.,  0.,  0.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
39.9875 	WARNING 	psychopy.sound.initPyo could not find microphone hardware; recording not available
40.8375 	EXP 	Set  sound=C
42.5864 	EXP 	Set  sound=800.0
42.5867 	EXP 	Set  sound=1200.0
42.5871 	EXP 	Set  sound=400.0
43.1101 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=20, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([   0.,  100.]), rgb=array([-1., -1., -1.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=500)
89.2745 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=20, italic=False, name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([   0.,  100.]), rgb=array([-1., -1., -1.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=500)
89.3208 	EXP 	unnamed Circle: pos = (0, 0)
89.3208 	EXP 	unnamed Circle: pos = (0, 0)
89.3213 	EXP 	Sound  started
99.5622 	EXP 	unnamed Circle: pos = (416, 252)
99.5622 	EXP 	unnamed Circle: pos = (416, 252)
99.5627 	EXP 	Sound  started
100.5797 	EXP 	unnamed Circle: pos = (-416, 252)
100.5797 	EXP 	unnamed Circle: pos = (-416, 252)
100.5803 	EXP 	Sound  started
101.5804 	EXP 	unnamed Circle: pos = (0, 504)
101.5804 	EXP 	unnamed Circle: pos = (0, 504)
101.5810 	EXP 	Sound  started
102.5812 	EXP 	unnamed Circle: pos = (416, -252)
102.5812 	EXP 	unnamed Circle: pos = (416, -252)
102.5818 	EXP 	Sound  started
103.5987 	EXP 	unnamed Circle: pos = (832, 0)
103.5987 	EXP 	unnamed Circle: pos = (832, 0)
103.5992 	EXP 	Sound  started
104.5995 	EXP 	unnamed Circle: pos = (0, -504)
104.5995 	EXP 	unnamed Circle: pos = (0, -504)
104.6000 	EXP 	Sound  started
105.6170 	EXP 	unnamed Circle: pos = (-832, -504)
105.6170 	EXP 	unnamed Circle: pos = (-832, -504)
105.6174 	EXP 	Sound  started
106.6178 	EXP 	unnamed Circle: pos = (832, 504)
106.6178 	EXP 	unnamed Circle: pos = (832, 504)
106.6182 	EXP 	Sound  started
107.6352 	EXP 	unnamed Circle: pos = (-832, 504)
107.6352 	EXP 	unnamed Circle: pos = (-832, 504)
107.6357 	EXP 	Sound  started
108.6360 	EXP 	unnamed Circle: pos = (-416, -252)
108.6360 	EXP 	unnamed Circle: pos = (-416, -252)
108.6365 	EXP 	Sound  started
109.6368 	EXP 	unnamed Circle: pos = (832, -504)
109.6368 	EXP 	unnamed Circle: pos = (832, -504)
109.6373 	EXP 	Sound  started
110.9879 	EXP 	unnamed Circle: pos = (-832, 0)
110.9879 	EXP 	unnamed Circle: pos = (-832, 0)
110.9884 	EXP 	Sound  started
111.9386 	EXP 	unnamed Circle: pos = (0, 0)
111.9386 	EXP 	unnamed Circle: pos = (0, 0)
111.9391 	EXP 	Sound  started
112.7748 	EXP 	Sound  started
114.0069 	EXP 	unnamed Circle: pos = (0, 0)
114.0069 	EXP 	unnamed Circle: pos = (0, 0)
114.0074 	EXP 	Sound  started
115.7416 	EXP 	unnamed Circle: pos = (416, -252)
115.7416 	EXP 	unnamed Circle: pos = (416, -252)
115.7421 	EXP 	Sound  started
116.7424 	EXP 	unnamed Circle: pos = (732, 444)
116.7424 	EXP 	unnamed Circle: pos = (732, 444)
116.7429 	EXP 	Sound  started
117.7432 	EXP 	unnamed Circle: pos = (-416, 252)
117.7432 	EXP 	unnamed Circle: pos = (-416, 252)
117.7437 	EXP 	Sound  started
118.7607 	EXP 	unnamed Circle: pos = (-832, 0)
118.7607 	EXP 	unnamed Circle: pos = (-832, 0)
118.7612 	EXP 	Sound  started
119.7615 	EXP 	unnamed Circle: pos = (0, 504)
119.7615 	EXP 	unnamed Circle: pos = (0, 504)
119.7620 	EXP 	Sound  started
120.7790 	EXP 	unnamed Circle: pos = (-416, -252)
120.7790 	EXP 	unnamed Circle: pos = (-416, -252)
120.7795 	EXP 	Sound  started
121.7797 	EXP 	unnamed Circle: pos = (0, -504)
121.7797 	EXP 	unnamed Circle: pos = (0, -504)
121.7802 	EXP 	Sound  started
122.7972 	EXP 	unnamed Circle: pos = (732, -443)
122.7972 	EXP 	unnamed Circle: pos = (732, -443)
122.7977 	EXP 	Sound  started
123.9148 	EXP 	unnamed Circle: pos = (-733, -443)
123.9148 	EXP 	unnamed Circle: pos = (-733, -443)
123.9152 	EXP 	Sound  started
124.9322 	EXP 	unnamed Circle: pos = (-733, 444)
124.9322 	EXP 	unnamed Circle: pos = (-733, 444)
124.9327 	EXP 	Sound  started
125.9330 	EXP 	unnamed Circle: pos = (416, 252)
125.9330 	EXP 	unnamed Circle: pos = (416, 252)
125.9335 	EXP 	Sound  started
126.9505 	EXP 	unnamed Circle: pos = (832, 0)
126.9505 	EXP 	unnamed Circle: pos = (832, 0)
126.9510 	EXP 	Sound  started
127.9513 	EXP 	unnamed Circle: pos = (0, 0)
127.9513 	EXP 	unnamed Circle: pos = (0, 0)
127.9518 	EXP 	Sound  started
128.6895 	EXP 	Sound  started
130.8362 	EXP 	Sound  started
